,caixa_equivalentes_caixa,ativo_total,divida_curto_prazo,divida_longo_prazo,divida_bruta,divida_liquida,patrimonio_liquido,valor_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,total,datas,tic
0,122.27,2860.0,287.6,377.95,665.55,543.28,1070.0,7.06,152.359.482,0,152.359.482,31/03/2025,AALR3
1,114.97,2890.0,293.99,427.72,721.71,606.74,1090.0,9.25,118.292.816,0,118.292.816,31/12/2024,AALR3
2,167.7,2640.0,240.38,494.59,734.97,567.27,1150.0,9.70,118.292.816,0,118.292.816,30/09/2024,AALR3
3,254.48,2690.0,273.79,567.38,841.17,586.69,1090.0,9.21,118.292.816,0,118.292.816,30/06/2024,AALR3
4,97.79,2570.0,255.89,611.85,867.74,769.95,969.19,8.19,118.292.816,0,118.292.816,31/03/2024,AALR3
5,218.6,2670.0,375.98,669.31,1050.0,826.69,917.46,7.76,118.292.816,0,118.292.816,31/12/2023,AALR3
6,294.61,2750.0,516.89,534.5,1050.0,756.77,1020.0,8.58,118.292.816,0,118.292.816,30/09/2023,AALR3
7,95.52,2520.0,407.44,583.71,991.15,895.63,865.38,7.32,118.292.816,0,118.292.816,30/06/2023,AALR3
8,154.61,2570.0,405.23,609.61,1010.0,860.23,906.95,7.67,118.292.816,0,118.292.816,31/03/2023,AALR3
9,218.74,2620.0,424.49,610.47,1030.0,816.21,949.7,8.03,118.292.816,0,118.292.816,31/12/2022,AALR3
10,247.83,2630.0,314.72,595.44,910.16,662.33,1070.0,9.07,118.292.816,0,118.292.816,30/09/2022,AALR3
11,240.19,2570.0,307.01,501.79,808.8,568.61,1150.0,9.68,118.292.816,0,118.292.816,30/06/2022,AALR3
12,81.63,2540.0,284.61,476.95,761.56,679.93,1160.0,9.80,118.292.816,0,118.292.816,31/03/2022,AALR3
13,127.31,2540.0,366.56,411.43,777.99,650.68,1180.0,9.94,118.292.816,0,118.292.816,31/12/2021,AALR3
14,152.4,2600.0,355.11,412.42,767.53,615.13,1210.0,10.19,118.292.816,0,118.292.816,30/09/2021,AALR3
15,217.48,2630.0,237.11,549.07,786.18,568.7,1210.0,10.25,118.292.816,0,118.292.816,30/06/2021,AALR3
16,228.65,2570.0,276.5,515.15,791.65,563.0,1200.0,10.15,118.292.816,0,118.292.816,31/03/2021,AALR3
17,229.09,2540.0,262.98,530.86,793.84,564.75,1190.0,10.06,118.292.816,0,118.292.816,31/12/2020,AALR3
18,212.85,2550.0,390.22,411.89,802.1,589.25,1180.0,9.95,118.292.816,0,118.292.816,30/09/2020,AALR3
19,325.32,2620.0,547.7,354.04,901.73,576.41,1180.0,9.97,118.292.816,0,118.292.816,30/06/2020,AALR3
20,256.04,2620.0,458.08,365.48,823.56,567.52,1260.0,10.68,118.292.816,0,118.292.816,31/03/2020,AALR3
21,88.3,2400.0,249.78,364.99,614.77,526.47,1280.0,10.84,118.292.816,0,118.292.816,31/12/2019,AALR3
22,97.43,2470.0,267.26,375.05,642.31,544.88,1290.0,10.89,118.292.816,0,118.292.816,30/09/2019,AALR3
23,61.19,2420.0,257.87,341.65,599.53,538.34,1270.0,10.76,118.292.816,0,118.292.816,30/06/2019,AALR3
24,64.27,2430.0,238.73,369.53,608.26,544.0,1260.0,10.69,118.292.816,0,118.292.816,31/03/2019,AALR3
25,73.17,2210.0,232.56,372.95,605.51,532.35,1260.0,10.63,118.292.816,0,118.292.816,31/12/2018,AALR3
26,46.97,2260.0,223.49,395.15,618.64,571.67,1250.0,10.56,118.292.816,0,118.292.816,30/09/2018,AALR3
27,63.46,2260.0,206.5,402.71,609.21,545.75,1240.0,10.45,118.292.816,0,118.292.816,30/06/2018,AALR3
28,68.52,2270.0,201.43,429.91,631.34,562.81,1230.0,10.40,118.292.816,0,118.292.816,31/03/2018,AALR3
29,91.6,2280.0,167.04,432.21,599.25,507.66,1220.0,10.31,118.292.816,0,118.292.816,31/12/2017,AALR3
30,50.81,2310.0,267.89,246.08,513.96,463.16,1230.0,10.40,118.292.816,0,118.292.816,30/09/2017,AALR3
31,51.16,2270.0,230.07,267.42,497.5,446.34,1220.0,10.30,118.292.816,0,118.292.816,30/06/2017,AALR3
32,53.51,2220.0,208.76,275.33,484.09,430.58,1180.0,10.30,114.898.767,0,114.898.767,31/03/2017,AALR3
33,159.33,2170.0,202.83,302.82,505.65,346.31,1170.0,10.21,114.898.767,0,114.898.767,31/12/2016,AALR3
34,44.72,1930.0,190.56,361.74,552.3,507.58,880.69,8.81,49.923.660,50.032.820,99.956.480,30/09/2016,AALR3
35,23.85,1870.0,155.56,350.15,505.71,481.86,883.45,8.85,49.923.660,49.923.660,99.847.320,30/06/2016,AALR3
36,25.18,1840.0,149.67,346.54,496.2,471.02,893.45,8.95,49.923.660,49.923.660,99.847.320,31/03/2016,AALR3
37,21.92,1540.0,79.65,385.79,465.44,443.52,733.0,7.34,49.923.660,49.923.660,99.847.320,31/12/2015,AALR3
0,19120.0,147300.0,1120.0,2100.0,3220.0,-15900.0,94530.0,6.00,15.761.639.000,0,15.761.639.000,31/03/2025,ABEV3
1,28600.0,162510.0,1280.0,2180.0,3450.0,-25140.0,98640.0,6.26,15.757.657.000,0,15.757.657.000,31/12/2024,ABEV3
2,19780.0,147290.0,1210.0,2170.0,3380.0,-16400.0,98140.0,6.23,15.757.657.000,0,15.757.657.000,30/09/2024,ABEV3
3,14150.0,143440.0,1240.0,2210.0,3460.0,-10700.0,95260.0,6.05,15.757.657.000,0,15.757.657.000,30/06/2024,ABEV3
4,12840.0,133820.0,1650.0,2170.0,3820.0,-9030.0,86590.0,5.50,15.757.657.000,0,15.757.657.000,31/03/2024,ABEV3
5,16059.999999999998,132640.0,1300.0,2200.0,3500.0,-12560.0,78970.0,5.01,15.753.833.000,0,15.753.833.000,31/12/2023,ABEV3
6,17410.0,137910.0,1240.0,2480.0,3720.0,-13700.0,90250.0,5.73,15.753.833.000,0,15.753.833.000,30/09/2023,ABEV3
7,12120.0,133290.0,1320.0,2670.0,3990.0,-8119.999999999999,85070.0,5.40,15.753.833.000,0,15.753.833.000,30/06/2023,ABEV3
8,12210.0,135470.0,1140.0,2650.0,3790.0,-8420.0,85000.0,5.40,15.753.833.000,0,15.753.833.000,31/03/2023,ABEV3
9,14930.0,137960.0,982.57,2790.0,3770.0,-11160.0,81960.0,5.20,15.750.217.000,0,15.750.217.000,31/12/2022,ABEV3
10,17710.0,142060.0,761.51,2220.0,2980.0,-14730.0,90180.0,5.73,15.750.217.000,0,15.750.217.000,30/09/2022,ABEV3
11,14130.0,136630.0,894.36,2300.0,3200.0,-10930.0,86260.0,5.48,15.750.217.000,0,15.750.217.000,30/06/2022,ABEV3
12,12890.0,127400.0,815.86,2170.0,2990.0,-9900.0,78920.0,5.01,15.750.217.000,0,15.750.217.000,31/03/2022,ABEV3
13,16630.0,138600.0,847.12,2250.0,3100.0,-13530.0,82640.0,5.25,15.744.452.000,0,15.744.452.000,31/12/2021,ABEV3
14,17960.0,135130.0,889.26,2140.0,3030.0,-14930.0,86770.0,5.51,15.741.455.000,0,15.741.455.000,30/09/2021,ABEV3
15,13270.0,124440.0,854.76,2140.0,2990.0,-10280.0,78890.0,5.01,15.741.455.000,0,15.741.455.000,30/06/2021,ABEV3
16,17290.0,133420.0,2600.0,2430.0,5030.0,-12260.0,82040.0,5.21,15.739.243.000,0,15.739.243.000,31/03/2021,ABEV3
17,17090.0,125200.0,2740.0,2050.0,4790.0,-12300.0,73820.0,4.69,15.735.118.000,0,15.735.118.000,31/12/2020,ABEV3
18,21660.0,127060.0,4320.0,2540.0,6860.0,-14810.0,78010.0,4.96,15.735.118.000,0,15.735.118.000,30/09/2020,ABEV3
19,17440.0,121390.0,4120.0,2660.0,6780.0,-10660.0,73920.0,4.70,15.735.118.000,0,15.735.118.000,30/06/2020,ABEV3
20,13200.0,113690.0,780.09,2690.0,3470.0,-9730.0,70360.0,4.47,15.735.118.000,0,15.735.118.000,31/03/2020,ABEV3
21,11900.0,101740.0,653.15,2410.0,3060.0,-8840.0,61280.0,3.89,15.733.575.000,0,15.733.575.000,31/12/2019,ABEV3
22,15020.0,102480.0,1720.0,2370.0,4090.0,-10930.0,65750.0,4.18,15.733.575.000,0,15.733.575.000,30/09/2019,ABEV3
23,14230.0,98740.0,2560.0,2330.0,4900.0,-9340.0,61630.0,3.92,15.727.523.000,0,15.727.523.000,30/06/2019,ABEV3
24,12820.0,96910.0,2660.0,2430.0,5090.0,-7740.0,59110.0,3.76,15.726.842.000,0,15.726.842.000,31/03/2019,ABEV3
25,11460.0,94130.0,1560.0,862.14,2420.0,-9040.0,56340.0,3.58,15.722.147.000,0,15.722.147.000,31/12/2018,ABEV3
26,12230.0,95690.0,3740.0,1250.0,4980.0,-7250.0,58960.0,3.75,15.722.147.000,0,15.722.147.000,30/09/2018,ABEV3
27,10620.0,90920.0,3720.0,1140.0,4860.0,-5760.0,52260.0,3.32,15.722.147.000,0,15.722.147.000,30/06/2018,ABEV3
28,7950.0,82380.0,3280.0,1190.0,4470.0,-3490.0,48820.0,3.11,15.722.147.000,0,15.722.147.000,31/03/2018,ABEV3
29,10350.0,86850.0,1320.0,1230.0,2550.0,-7800.0,46010.0,2.93,15.717.615.000,0,15.717.615.000,31/12/2017,ABEV3
30,8340.0,83020.0,1970.0,1360.0,3330.0,-5010.0,47170.0,3.00,15.717.615.000,0,15.717.615.000,30/09/2017,ABEV3
31,8760.0,84120.0,3590.0,1330.0,4920.0,-3840.0,47770.0,3.04,15.717.615.000,0,15.717.615.000,30/06/2017,ABEV3
32,7230.0,80730.0,3470.0,1660.0,5130.0,-2100.0,46840.0,2.98,15.717.615.000,0,15.717.615.000,31/03/2017,ABEV3
33,7880.0,83840.0,3630.0,1770.0,5400.0,-2480.0,44830.0,2.85,15.717.615.000,0,15.717.615.000,31/12/2016,ABEV3
34,7290.0,79110.0,2520.0,1690.0,4210.0,-3080.0,47430.0,3.02,15.717.615.000,0,15.717.615.000,30/09/2016,ABEV3
35,5730.0,76660.0,1670.0,1970.0,3630.0,-2100.0,44300.0,2.82,15.717.615.000,0,15.717.615.000,30/06/2016,ABEV3
36,6010.0,80250.0,1670.0,2290.0,3960.0,-2050.0,47080.0,3.00,15.717.615.000,0,15.717.615.000,31/03/2016,ABEV3
37,13620.0,90180.0,1280.0,2320.0,3600.0,-10020.0,48330.0,3.08,15.717.615.000,0,15.717.615.000,31/12/2015,ABEV3
38,9680.0,88040.0,997.33,1990.0,2990.0,-6700.0,48270.0,3.07,15.717.615.000,0,15.717.615.000,30/09/2015,ABEV3
39,6900.0,74440.0,1060.0,1610.0,2670.0,-4230.0,44190.0,2.81,15.717.615.000,0,15.717.615.000,30/06/2015,ABEV3
40,6970.0,75100.0,994.52,1700.0,2690.0,-4280.0,44320.0,2.82,15.717.615.000,0,15.717.615.000,31/03/2015,ABEV3
41,9720.0,72140.0,988.06,1630.0,2620.0,-7100.0,42220.0,2.69,15.712.619.000,0,15.712.619.000,31/12/2014,ABEV3
42,5750.0,65129.99999999999,794.89,1720.0,2510.0,-3230.0,42400.0,2.70,15.699.508.000,0,15.699.508.000,30/09/2014,ABEV3
43,6270.0,62990.0,869.69,1790.0,2660.0,-3620.0,40810.0,2.60,15.670.883.000,0,15.670.883.000,30/06/2014,ABEV3
44,7300.0,63300.0,922.27,1830.0,2750.0,-4540.0,38920.0,2.48,15.666.170.000,0,15.666.170.000,31/03/2014,ABEV3
45,11290.0,68670.0,1040.0,1850.0,2890.0,-8390.0,42840.0,2.74,15.644.280.000,0,15.644.280.000,31/12/2013,ABEV3
46,4840.0,59620.0,897.85,2100.0,3000.0,-1840.0,38630.0,3.99,9.693.598.000,0,9.693.598.000,30/09/2013,ABEV3
47,4480.0,58740.0,897.0,2110.0,3010.0,-1470.0,26630.0,2.75,9.693.598.000,0,9.693.598.000,30/06/2013,ABEV3
48,74.2,1340.0,,,,-74.2,958.63,3.85,249.061.000,0,249.061.000,31/03/2013,ABEV3
49,48.16,1350.0,,,,-48.16,977.21,3.92,249.061.000,0,249.061.000,31/12/2012,ABEV3
0,13.67,345.64,,28.47,28.9,15.23,257.17,4.08,63.085.000,0,63.085.000,31/03/2025,AFLT3
1,7.32,342.76,,30.71,30.79,23.47,252.91,4.01,63.085.000,0,63.085.000,31/12/2024,AFLT3
2,21.14,314.21,,,,-21.14,247.46,3.92,63.085.000,0,63.085.000,30/09/2024,AFLT3
3,24.53,309.59,,,,-24.49,241.4,3.83,63.085.000,0,63.085.000,30/06/2024,AFLT3
4,13.75,298.41,,,,-13.66,261.49,4.15,63.085.000,0,63.085.000,31/03/2024,AFLT3
5,2.94,289.79,,,,-2.8,254.15,4.03,63.085.000,0,63.085.000,31/12/2023,AFLT3
6,11.97,312.77,,,,-11.78,261.6,0.41,630.850.000,0,630.850.000,30/09/2023,AFLT3
7,7.31,306.6,,,,-7.07,250.01,3.96,63.085.000,0,63.085.000,30/06/2023,AFLT3
8,19.17,308.21,,,,-18.89,271.17,4.30,63.085.000,0,63.085.000,31/03/2023,AFLT3
9,21.33,300.72,,,,-21.0,260.73,4.13,63.085.000,0,63.085.000,31/12/2022,AFLT3
10,31.32,314.64,,,,-30.93,271.49,4.30,63.085.000,0,63.085.000,30/09/2022,AFLT3
11,26.0,305.27,,,,-25.56,261.49,4.15,63.085.000,0,63.085.000,30/06/2022,AFLT3
12,20.61,280.18,,,,-20.13,256.22,4.06,63.085.000,0,63.085.000,31/03/2022,AFLT3
13,17.62,275.95,,,,-17.08,247.52,3.92,63.085.000,0,63.085.000,31/12/2021,AFLT3
14,19.76,196.43,,,,-19.17,178.67,2.83,63.085.000,0,63.085.000,30/09/2021,AFLT3
15,12.71,189.32,,,,-12.07,171.74,2.72,63.085.000,0,63.085.000,30/06/2021,AFLT3
16,35.14,211.45,,,,-34.46,193.54,3.07,63.085.000,0,63.085.000,31/03/2021,AFLT3
17,31.21,207.78,,,,-30.47,187.46,2.97,63.085.000,0,63.085.000,31/12/2020,AFLT3
18,36.66,210.5,,,,-35.87,186.71,2.96,63.085.000,0,63.085.000,30/09/2020,AFLT3
19,64.04,236.71,,,,-63.16,225.32,3.57,63.085.000,0,63.085.000,30/06/2020,AFLT3
20,57.77,230.89,,,1.07,-56.71,220.26,3.49,63.085.000,0,63.085.000,31/03/2020,AFLT3
21,51.75,225.66,,,1.25,-50.5,214.35,3.40,63.085.000,0,63.085.000,31/12/2019,AFLT3
22,52.48,227.66,,,1.43,-51.05,216.85,3.44,63.084.700,0,63.084.700,30/09/2019,AFLT3
23,44.07,218.33,,,1.61,-42.46,208.22,3.30,63.084.700,0,63.084.700,30/06/2019,AFLT3
24,38.32,212.93,,1.06,1.79,-36.52,202.19,3.21,63.085.000,0,63.085.000,31/03/2019,AFLT3
25,31.21,206.2,,1.25,1.98,-29.24,195.75,3.10,63.085.000,0,63.085.000,31/12/2018,AFLT3
26,31.58,62.46,,1.43,2.16,-29.42,51.84,0.82,63.085.000,0,63.085.000,30/09/2018,AFLT3
27,24.61,56.76,,1.61,2.34,-22.27,46.67,0.74,63.085.000,0,63.085.000,30/06/2018,AFLT3
28,25.19,58.53,,1.79,2.52,-22.67,43.02,0.68,63.085.000,0,63.085.000,31/03/2018,AFLT3
29,18.95,54.79,,1.97,2.71,-16.24,44.94,0.71,63.085.000,0,63.085.000,31/12/2017,AFLT3
30,14.26,52.5,,2.15,2.89,-11.37,42.74,0.68,63.085.000,0,63.085.000,30/09/2017,AFLT3
31,,57.8,,2.34,3.07,3.04,47.85,1.45,33.085.000,0,33.085.000,30/06/2017,AFLT3
32,42.79,93.0,,2.52,3.25,-39.54,52.06,0.83,63.085.000,0,63.085.000,31/03/2017,AFLT3
33,35.31,87.62,,2.7,3.43,-31.87,76.21,1.21,63.085.000,0,63.085.000,31/12/2016,AFLT3
34,33.69,83.44,,2.88,3.62,-30.07,74.74,1.18,63.085.000,0,63.085.000,30/09/2016,AFLT3
35,35.59,83.77,,3.06,3.77,-31.82,76.92,1.22,63.085.000,0,63.085.000,30/06/2016,AFLT3
36,46.15,91.9,,3.24,3.9,-42.24,81.83,1.30,63.085.000,0,63.085.000,31/03/2016,AFLT3
37,42.26,89.37,,3.43,4.04,-38.23,78.42,1.24,63.085.000,0,63.085.000,31/12/2015,AFLT3
38,40.86,86.61,,3.61,4.17,-36.7,79.33,1.26,63.085.000,0,63.085.000,30/09/2015,AFLT3
39,34.51,84.36,,3.76,4.3,-30.21,77.81,1.23,63.085.000,0,63.085.000,30/06/2015,AFLT3
40,35.51,88.01,,3.89,4.43,-31.08,80.87,1.28,63.085.000,0,63.085.000,31/03/2015,AFLT3
41,29.28,83.91,,4.02,4.56,-24.72,76.65,1.22,63.085.000,0,63.085.000,31/12/2014,AFLT3
42,36.19,90.63,,4.15,4.69,-31.5,73.91,1.17,63.085.000,0,63.085.000,30/09/2014,AFLT3
43,28.49,86.69,,2.68,3.21,-25.28,74.74,1.18,63.085.000,0,63.085.000,30/06/2014,AFLT3
44,33.42,86.96,,2.81,3.34,-30.08,81.88,1.30,63.085.000,0,63.085.000,31/03/2014,AFLT3
45,29.01,83.4,,2.94,3.47,-25.54,77.5,1.23,63.085.000,0,63.085.000,31/12/2013,AFLT3
46,23.51,78.19,,3.07,3.6,-19.91,72.79,1.15,63.095.000,0,63.095.000,30/09/2013,AFLT3
47,28.13,82.13,,3.2,3.73,-24.4,76.79,1.22,63.095.000,0,63.095.000,30/06/2013,AFLT3
48,40.96,94.91,,3.33,3.87,-37.09,84.27,1.34,63.085.000,0,63.085.000,31/03/2013,AFLT3
49,36.98,93.21,,3.47,4.0,-32.98,79.67,1.26,63.085.000,0,63.085.000,31/12/2012,AFLT3
50,35.76,86.75,,3.6,4.13,-31.63,80.4,1.27,63.085.000,0,63.085.000,30/09/2012,AFLT3
51,25.68,82.28,,3.73,4.25,-21.43,75.76,1.20,63.085.000,0,63.085.000,30/06/2012,AFLT3
52,27.28,97.97,,3.86,4.25,-23.03,86.26,1.37,63.085.000,0,63.085.000,31/03/2012,AFLT3
53,,92.6,,3.99,4.25,4.18,81.26,1.29,63.085.000,0,63.085.000,31/12/2011,AFLT3
54,34.31,86.45,,4.12,4.25,-30.06,80.19,1.27,63.085.000,0,63.085.000,30/09/2011,AFLT3
55,29.17,81.13,,4.21,4.25,-24.92,75.24,1.19,63.085.000,0,63.085.000,30/06/2011,AFLT3
56,43.52,92.28,,4.21,4.25,-39.27,81.73,1.30,63.085.000,0,63.085.000,31/03/2011,AFLT3
57,37.22,84.98,,,,-37.22,76.35,1.21,63.085.000,0,63.085.000,31/12/2010,AFLT3
58,32.26,78.34,,,,-32.26,76.88,1.22,63.085.000,0,63.085.000,30/09/2010,AFLT3
59,29.62,74.0,,,,-29.62,72.83,1.15,63.085.000,0,63.085.000,30/06/2010,AFLT3
60,28.01,77.17,,,,-28.01,75.84,1.20,63.085.000,0,63.085.000,31/03/2010,AFLT3
0,64.11,3970.0,457.82,881.14,1340.0,1270.0,2170.0,21.13,102.683.444,0,102.683.444,31/03/2025,AGRO3
1,28.22,3940.0,304.58,944.92,1250.0,1220.0,2200.0,21.45,102.683.444,0,102.683.444,31/12/2024,AGRO3
2,157.84,3860.0,291.95,891.13,1180.0,1030.0,2270.0,22.10,102.683.444,0,102.683.444,30/09/2024,AGRO3
3,170.95,3610.0,254.77,789.23,1040.0,873.05,2180.0,21.23,102.683.444,0,102.683.444,30/06/2024,AGRO3
4,201.15,3340.0,340.48,724.27,1060.0,863.6,1960.0,19.06,102.683.444,0,102.683.444,31/03/2024,AGRO3
5,196.11,3280.0,280.86,767.06,1050.0,851.81,1980.0,19.24,102.683.444,0,102.683.444,31/12/2023,AGRO3
6,344.64,3460.0,256.21,608.11,864.32,519.68,2250.0,21.92,102.683.444,0,102.683.444,30/09/2023,AGRO3
7,383.84,3510.0,253.72,618.26,871.97,488.13,2200.0,21.46,102.377.008,0,102.377.008,30/06/2023,AGRO3
8,225.04,3330.0,279.59,630.05,909.64,684.6,2040.0,19.91,102.377.008,0,102.377.008,31/03/2023,AGRO3
9,294.12,3370.0,269.52,613.98,883.49,589.38,2050.0,20.04,102.377.008,0,102.377.008,31/12/2022,AGRO3
10,435.84,3480.0,110.32,560.04,670.36,234.52,2270.0,22.21,102.377.008,0,102.377.008,30/09/2022,AGRO3
11,435.49,3350.0,141.99,560.2,702.19,266.7,2220.0,21.65,102.377.009,0,102.377.009,30/06/2022,AGRO3
12,584.26,3490.0,150.89,501.42,652.31,68.05,2470.0,24.12,102.377.008,0,102.377.008,31/03/2022,AGRO3
13,899.71,3630.0,289.23,497.87,787.1,-112.61,2450.0,23.95,102.377.008,0,102.377.008,31/12/2021,AGRO3
14,1190.0,3570.0,342.47,456.16,798.63,-394.15,2320.0,22.71,102.377.008,0,102.377.008,30/09/2021,AGRO3
15,1060.0,3430.0,352.59,509.59,862.18,-196.93,2180.0,21.32,102.377.008,0,102.377.008,30/06/2021,AGRO3
16,387.16,2860.0,391.51,279.89,671.4,284.23,1730.0,21.09,82.104.301,0,82.104.301,31/03/2021,AGRO3
17,163.82,2180.0,237.39,414.0,651.39,487.57,1150.0,18.48,62.104.301,0,62.104.301,31/12/2020,AGRO3
18,224.17,2140.0,237.54,384.67,622.22,398.05,1200.0,19.40,62.104.301,0,62.104.301,30/09/2020,AGRO3
19,171.05,2040.0,243.12,423.35,666.48,495.43,1120.0,18.06,62.104.301,0,62.104.301,30/06/2020,AGRO3
20,72.7,1930.0,164.15,461.44,625.58,552.88,1100.0,17.77,62.104.301,0,62.104.301,31/03/2020,AGRO3
21,89.61,1520.0,142.44,315.87,458.31,368.7,942.97,16.58,56.888.916,0,56.888.916,31/12/2019,AGRO3
22,112.46,1470.0,131.73,257.8,389.52,277.06,938.85,16.50,56.888.916,0,56.888.916,30/09/2019,AGRO3
23,106.63,1360.0,76.86,230.19,307.05,200.42,880.53,15.48,56.888.916,0,56.888.916,30/06/2019,AGRO3
24,55.0,1310.0,88.28,213.19,301.46,246.46,888.38,15.62,56.888.916,0,56.888.916,31/03/2019,AGRO3
25,66.24,1290.0,78.9,206.05,284.95,218.71,882.81,15.52,56.888.916,0,56.888.916,31/12/2018,AGRO3
26,67.83,1300.0,45.73,203.01,248.74,180.91,900.16,15.82,56.888.916,0,56.888.916,30/09/2018,AGRO3
27,104.31,1180.0,70.09,205.93,276.02,171.71,755.86,13.29,56.888.916,0,56.888.916,30/06/2018,AGRO3
28,16.78,975.08,89.58,86.86,176.44,159.66,716.98,12.60,56.888.916,0,56.888.916,31/03/2018,AGRO3
29,21.42,920.31,88.82,78.45,167.27,145.84,693.77,12.20,56.888.916,0,56.888.916,31/12/2017,AGRO3
30,27.01,885.41,54.84,51.83,106.67,79.65,684.07,12.02,56.888.916,0,56.888.916,30/09/2017,AGRO3
31,43.8,883.29,56.62,55.56,112.18,68.38,667.47,11.73,56.888.916,0,56.888.916,30/06/2017,AGRO3
32,18.61,848.55,54.4,65.55,119.95,101.35,656.97,11.55,56.888.916,0,56.888.916,31/03/2017,AGRO3
33,39.59,820.75,69.07,39.13,108.2,68.6,656.43,11.54,56.888.916,0,56.888.916,31/12/2016,AGRO3
34,52.33,852.82,56.67,40.38,97.04,44.72,691.54,12.16,56.888.916,0,56.888.916,30/09/2016,AGRO3
35,54.2,853.53,51.62,48.23,99.85,45.64,686.02,11.78,58.226.600,0,58.226.600,30/06/2016,AGRO3
36,90.92,896.65,54.24,48.52,102.75,11.83,733.36,12.59,58.226.600,0,58.226.600,31/03/2016,AGRO3
37,119.44,913.04,18.18,50.25,68.43,-51.02,774.82,13.31,58.226.600,0,58.226.600,31/12/2015,AGRO3
38,124.33,1000.0,15.06,51.21,66.27,-58.07,818.26,14.05,58.226.600,0,58.226.600,30/09/2015,AGRO3
39,75.62,1020.0,50.9,59.18,110.08,34.46,752.11,12.92,58.226.600,0,58.226.600,30/06/2015,AGRO3
40,34.67,867.51,66.36,67.57,133.93,99.26,634.12,10.89,58.226.600,0,58.226.600,31/03/2015,AGRO3
41,21.88,807.65,69.0,54.26,123.26,101.38,599.92,10.27,58.422.400,0,58.422.400,31/12/2014,AGRO3
42,28.56,790.38,39.42,51.94,91.36,62.8,592.93,10.15,58.422.400,0,58.422.400,30/09/2014,AGRO3
43,86.75,828.38,62.25,57.91,120.16,33.42,583.91,9.99,58.422.400,0,58.422.400,30/06/2014,AGRO3
44,44.19,809.97,61.23,57.79,119.02,74.83,581.77,9.96,58.422.400,0,58.422.400,31/03/2014,AGRO3
45,63.52,793.94,57.97,43.09,101.06,37.54,584.32,10.00,58.422.400,0,58.422.400,31/12/2013,AGRO3
46,111.01,759.22,45.47,51.31,96.78,-14.23,583.29,9.98,58.422.400,0,58.422.400,30/09/2013,AGRO3
47,75.69,770.83,44.93,56.92,101.85,26.16,586.99,10.05,58.422.400,0,58.422.400,30/06/2013,AGRO3
48,79.16,730.72,42.98,49.11,92.09,12.94,569.32,9.74,58.422.400,0,58.422.400,31/03/2013,AGRO3
49,44.57,729.16,29.89,49.58,79.46,34.89,573.08,9.81,58.422.400,0,58.422.400,31/12/2012,AGRO3
50,53.82,729.37,39.19,52.63,91.82,38.0,556.5,9.53,58.422.400,0,58.422.400,30/09/2012,AGRO3
51,67.46,735.76,43.07,51.29,94.36,26.9,558.97,9.57,58.422.400,0,58.422.400,30/06/2012,AGRO3
52,99.7,748.48,31.59,52.37,83.96,-15.74,583.63,9.99,58.422.400,0,58.422.400,31/03/2012,AGRO3
53,88.3,735.27,16.9,53.51,70.41,-17.89,586.48,10.04,58.422.400,0,58.422.400,31/12/2011,AGRO3
54,121.73,763.29,44.57,58.75,103.33,-18.41,587.26,10.05,58.422.400,0,58.422.400,30/09/2011,AGRO3
55,135.62,751.27,37.9,55.44,93.34,-42.28,570.32,9.76,58.422.400,0,58.422.400,30/06/2011,AGRO3
56,138.79,739.88,33.85,55.93,89.78,-49.01,459.36,7.86,58.422.400,0,58.422.400,31/03/2011,AGRO3
57,150.36,713.39,4.35,59.34,63.69,-86.68,449.31,7.69,58.422.400,0,58.422.400,31/12/2010,AGRO3
58,176.75,713.59,30.51,51.41,81.92,-94.83,446.77,7.65,58.422.400,0,58.422.400,30/09/2010,AGRO3
59,206.2,733.8,28.69,49.3,77.99,-128.21,560.92,9.60,58.422.400,0,58.422.400,30/06/2010,AGRO3
60,219.6,727.7,28.27,31.5,59.77,-159.83,575.98,9.86,58.422.400,0,58.422.400,31/03/2010,AGRO3
61,224.22,681.3,3.46,31.04,34.49,-189.73,576.8,9.87,58.422.400,0,58.422.400,31/12/2009,AGRO3
62,203.9,669.25,2.51,9.17,11.68,-192.22,577.71,9.89,58.422.400,0,58.422.400,30/09/2009,AGRO3
63,264.37,679.0,15.49,9.76,25.25,-239.12,576.75,9.87,58.422.400,0,58.422.400,30/06/2009,AGRO3
64,254.66,697.98,15.24,9.78,25.01,-229.65,575.03,9.84,58.422.400,0,58.422.400,31/03/2009,AGRO3
65,267.49,702.05,14.23,10.64,24.86,-242.62,570.57,9.77,58.422.400,0,58.422.400,31/12/2008,AGRO3
66,311.49,710.12,1.42,7.42,8.84,-302.64,575.9,9.86,58.422.400,0,58.422.400,30/09/2008,AGRO3
67,331.76,715.71,,1.34,1.77,-329.99,586.93,10.05,58.422.400,0,58.422.400,30/06/2008,AGRO3
68,396.81,718.38,,1.69,1.69,-395.12,575.46,9.85,58.422.400,0,58.422.400,31/03/2008,AGRO3
69,443.52,745.57,,1.61,1.61,-441.91,573.68,9.82,58.422.400,0,58.422.400,31/12/2007,AGRO3
70,476.91,703.41,,1.51,1.51,-475.4,574.8,983.87,584.224,0,584.224,30/09/2007,AGRO3
71,501.73,674.52,,,,-501.73,574.79,983.85,584.224,0,584.224,30/06/2007,AGRO3
